,ensg_id,description,category,logtpm_mean,logtpm_std,stratified_level
3915,ENSG00000111671,splA/ryanodine receptor domain and SOCS box containing 2,Expressed in all tissues,2.7820931349560163,0.7642083388319281,2
3917,ENSG00000111676,atrophin 1,Expressed in all tissues,5.96144904182374,0.9223908050383662,5
3918,ENSG00000111678,chromosome 12 open reading frame 57,Expressed in all tissues,7.60610328193912,0.6354466651137366,7
3920,ENSG00000111684,lysophosphatidylcholine acyltransferase 3,Expressed in all tissues,5.835532949382942,0.8385339545638905,5
3925,ENSG00000111707,suppressor of defective silencing 3 homolog (S. cerevisiae),Expressed in all tissues,4.53578002176642,0.5613179562809685,4
3926,ENSG00000111711,golgi transport 1B,Expressed in all tissues,5.188776357613241,0.563216203422669,5
3929,ENSG00000111725,"protein kinase, AMP-activated, beta 1 non-catalytic subunit",Expressed in all tissues,5.2433486328882175,0.7419591001385439,5
3930,ENSG00000111726,cytidine monophosphate N-acetylneuraminic acid synthetase,Expressed in all tissues,5.941681612005631,0.7022496986180555,5
3931,ENSG00000111727,host cell factor C2,Expressed in all tissues,4.070441873044309,0.7152400139787047,4
3934,ENSG00000111731,C2 calcium-dependent domain containing 5,Expressed in all tissues,5.168085334400473,0.8044344164897226,5
3936,ENSG00000111737,"RAB35, member RAS oncogene family",Expressed in all tissues,5.1262736069965325,0.6459926401892789,5
3938,ENSG00000111775,cytochrome c oxidase subunit VIa polypeptide 1,Expressed in all tissues,6.873147144264381,0.8072515215198963,6
3941,ENSG00000111785,RIC8 guanine nucleotide exchange factor B,Expressed in all tissues,3.6833707204269888,0.6960466338327734,3
3942,ENSG00000111786,serine/arginine-rich splicing factor 9,Expressed in all tissues,7.3710091339758215,0.6101089025603685,7
3943,ENSG00000111790,FGFR1 oncogene partner 2,Expressed in all tissues,5.816698298002505,0.7427328206833619,5
3950,ENSG00000111832,RWD domain containing 1,Expressed in all tissues,5.520894040170825,0.3350149034069782,5
3953,ENSG00000111843,transmembrane protein 14C,Expressed in all tissues,7.17125780433099,0.49942427066050693,7
3954,ENSG00000111845,PAK1 interacting protein 1,Expressed in all tissues,4.178423999044135,0.7077143885537996,4
3956,ENSG00000111850,small integral membrane protein 8,Expressed in all tissues,3.0110632752512214,0.5138227896887657,3
3961,ENSG00000111877,minichromosome maintenance complex component 9,Expressed in all tissues,3.8734001180903483,0.7009333947593184,3
3963,ENSG00000111880,RNA guanylyltransferase and 5'-phosphatase,Expressed in all tissues,3.5996905459623427,0.8647834430785937,3
3966,ENSG00000111897,serine incorporator 1,Expressed in all tissues,7.820445278962018,0.7199302447896397,7
3967,ENSG00000111906,HD domain containing 2,Expressed in all tissues,6.447913709479881,0.6291285733595302,6
3969,ENSG00000111911,histidine triad nucleotide binding protein 3,Expressed in all tissues,5.14328978832848,0.6029606244986864,5
3977,ENSG00000112033,peroxisome proliferator-activated receptor delta,Expressed in all tissues,4.64951886281162,0.8107103296416655,4
3982,ENSG00000112062,mitogen-activated protein kinase 14,Expressed in all tissues,5.5854622450962905,0.6893370724500789,5
3984,ENSG00000112078,potassium channel tetramerization domain containing 20,Expressed in all tissues,5.329004878308365,0.7481674735802595,5
3985,ENSG00000112079,serine/threonine kinase 38,Expressed in all tissues,4.987938825586263,0.95182733870313,4
3986,ENSG00000112081,serine/arginine-rich splicing factor 3,Expressed in all tissues,7.382411290521693,0.673758103940267,7
3991,ENSG00000112118,minichromosome maintenance complex component 3,Expressed in all tissues,5.435483415964508,0.9221133751980034,5
3992,ENSG00000112130,"ring finger protein 8, E3 ubiquitin protein ligase",Expressed in all tissues,4.3520144205917735,0.6687605352571636,4
3995,ENSG00000112144,intestinal cell (MAK-like) kinase,Expressed in all tissues,3.80325488824797,0.893791735699718,3
3996,ENSG00000112146,F-box protein 9,Expressed in all tissues,6.364401760021577,0.4106234501788203,6
3998,ENSG00000112159,"MDN1, midasin homolog (yeast)",Expressed in all tissues,3.385064937321953,0.7026575284192137,3
4000,ENSG00000112167,SAYSVFN motif domain containing 1,Expressed in all tissues,4.091141814053664,0.7531342645240376,4
4006,ENSG00000112200,zinc finger protein 451,Expressed in all tissues,4.7224397066997055,0.7448825537372366,4
4013,ENSG00000112234,F-box and leucine-rich repeat protein 4,Expressed in all tissues,3.577650568759872,0.5077427277649521,3
4014,ENSG00000112237,cyclin C,Expressed in all tissues,6.003538962157865,0.5724307794388923,6
4017,ENSG00000112245,"protein tyrosine phosphatase type IVA, member 1",Expressed in all tissues,6.493673144420516,0.9233220816061705,6
4019,ENSG00000112249,activating signal cointegrator 1 complex subunit 3,Expressed in all tissues,4.029693130279554,0.6885234338246952,4
4023,ENSG00000112282,mediator complex subunit 23,Expressed in all tissues,4.715758118539723,0.6780314745080406,4
4030,ENSG00000112304,acyl-CoA thioesterase 13,Expressed in all tissues,4.2064311608957565,0.9117236194825377,4
4031,ENSG00000112305,small ArfGAP 1,Expressed in all tissues,5.145388771084271,0.5739069429593473,5
4033,ENSG00000112308,chromosome 6 open reading frame 62,Expressed in all tissues,6.73480222146066,0.6129014059477689,6
4039,ENSG00000112335,sorting nexin 3,Expressed in all tissues,8.011241761347865,0.5190107606440061,8
4041,ENSG00000112339,HBS1-like (S. cerevisiae),Expressed in all tissues,6.038635316295976,0.4485457647938918,6
4043,ENSG00000112357,peroxisomal biogenesis factor 7,Expressed in all tissues,3.6816035088009533,0.627804578734167,3
4044,ENSG00000112365,zinc finger and BTB domain containing 24,Expressed in all tissues,2.8135105479133005,0.7503024672836046,2
4045,ENSG00000112367,"FIG4 homolog, SAC1 lipid phosphatase domain containing (S. cerevisiae)",Expressed in all tissues,4.153618800966674,0.6685123717827792,4
4049,ENSG00000112406,headcase homolog (Drosophila),Expressed in all tissues,4.72018502780734,0.7466349405352286,4
4058,ENSG00000112511,PHD finger protein 1,Expressed in all tissues,6.516833241642676,0.7311979807891723,6
4059,ENSG00000112514,cutA divalent cation tolerance homolog (E. coli),Expressed in all tissues,7.584356526929938,0.46421201256377986,7
4068,ENSG00000112578,bystin-like,Expressed in all tissues,3.7734358909771997,0.6078028652956461,3
4069,ENSG00000112584,family with sequence similarity 120B,Expressed in all tissues,4.612396419191487,0.6118416225191463,4
4070,ENSG00000112592,TATA box binding protein,Expressed in all tissues,4.138449449215465,0.6648492118953271,4
4073,ENSG00000112624,GLTSCR1-like,Expressed in all tissues,3.83916259370537,0.7009775613997922,3
4074,ENSG00000112640,"protein phosphatase 2, regulatory subunit B', delta",Expressed in all tissues,5.349882179059473,0.6283405941226256,5
4078,ENSG00000112659,cullin 9,Expressed in all tissues,4.437748513747766,0.8512355335150654,4
4079,ENSG00000112667,2'-deoxynucleoside 5'-phosphate N-hydrolase 1,Expressed in all tissues,5.472366466761749,0.916927143584211,5
4080,ENSG00000112679,dual specificity phosphatase 22,Expressed in all tissues,5.842558833255767,0.730048742649613,5
4081,ENSG00000112685,exocyst complex component 2,Expressed in all tissues,4.247983747074499,0.7412348384113645,4
4082,ENSG00000112695,cytochrome c oxidase subunit VIIa polypeptide 2 (liver),Expressed in all tissues,7.951330297077547,0.7521861451702793,7
4083,ENSG00000112697,transmembrane protein 30A,Expressed in all tissues,6.630970072292578,0.7133387389040364,6
4085,ENSG00000112701,SUMO1/sentrin specific peptidase 6,Expressed in all tissues,6.142177989645985,0.6199723398536875,6
4088,ENSG00000112739,pre-mRNA processing factor 4B,Expressed in all tissues,5.8797492490772125,0.6140852383311548,5
4092,ENSG00000112763,"butyrophilin, subfamily 2, member A1",Expressed in all tissues,4.975110598821695,0.7738360797876404,4
4096,ENSG00000112787,fibrosin-like 1,Expressed in all tissues,5.328949951992394,0.628048218125212,5
4102,ENSG00000112851,erbb2 interacting protein,Expressed in all tissues,5.759535973146362,0.6970443225201455,5
4107,ENSG00000112893,"mannosidase, alpha, class 2A, member 1",Expressed in all tissues,5.137573778901363,0.8378665925501783,5
4110,ENSG00000112941,PAP associated domain containing 7,Expressed in all tissues,4.475413112710582,0.6270777204838203,4
4115,ENSG00000112983,bromodomain containing 8,Expressed in all tissues,6.0675016123382575,0.7211668697018772,6
4117,ENSG00000112992,nicotinamide nucleotide transhydrogenase,Expressed in all tissues,5.865141247598706,0.9264383787303645,5
4119,ENSG00000113013,heat shock 70kDa protein 9 (mortalin),Expressed in all tissues,7.228971302562939,0.5355621615857064,7
4121,ENSG00000113068,prefoldin subunit 1,Expressed in all tissues,6.89045729396895,0.7590200998103215,6
4127,ENSG00000113108,"amyloid beta (A4) precursor protein-binding, family B, member 3",Expressed in all tissues,5.458510953395805,0.7225801607009105,5
4128,ENSG00000113119,transmembrane and coiled-coil domains 6,Expressed in all tissues,3.945263103969899,0.623747690719655,3
4130,ENSG00000113141,"IK cytokine, down-regulator of HLA II",Expressed in all tissues,5.997502351348661,0.5989768282098992,5
4132,ENSG00000113163,"collagen, type IV, alpha 3 (Goodpasture antigen) binding protein",Expressed in all tissues,5.245959567508533,0.6888161167959402,5
4133,ENSG00000113194,Fas associated factor family member 2,Expressed in all tissues,4.9048532995357395,0.6443197720314452,4
4140,ENSG00000113240,CDC-like kinase 4,Expressed in all tissues,5.363036602629353,0.5725235281210767,5
4145,ENSG00000113269,ring finger protein 130,Expressed in all tissues,6.30056135071661,0.5895333894761499,6
4146,ENSG00000113272,tRNA-histidine guanylyltransferase 1-like (S. cerevisiae),Expressed in all tissues,3.746943605887473,0.6950534507354894,3
4147,ENSG00000113273,arylsulfatase B,Expressed in all tissues,3.368131368443035,0.9556420670902054,3
4148,ENSG00000113282,clathrin interactor 1,Expressed in all tissues,6.600059886621869,0.6327724029692806,6
4153,ENSG00000113312,tetratricopeptide repeat domain 1,Expressed in all tissues,6.0221658924443195,0.5966408124029711,6
4154,ENSG00000113318,mutS homolog 3,Expressed in all tissues,3.5796844204751848,0.6828504005365682,3
4157,ENSG00000113328,cyclin G1,Expressed in all tissues,6.862153857300954,0.6871833526417005,6
4159,ENSG00000113360,"drosha, ribonuclease type III",Expressed in all tissues,4.960441375951825,0.50438563355267,4
4163,ENSG00000113384,golgi phosphoprotein 3 (coat-protein),Expressed in all tissues,6.383199092971427,0.683708473598034,6
4164,ENSG00000113387,SUB1 homolog (S. cerevisiae),Expressed in all tissues,7.270518210714862,0.665302896474032,7
4168,ENSG00000113407,threonyl-tRNA synthetase,Expressed in all tissues,6.180518213982202,0.4142925450204646,6
4170,ENSG00000113441,leucyl/cystinyl aminopeptidase,Expressed in all tissues,3.858708967981431,0.8521842324975774,3
4172,ENSG00000113456,RAD1 homolog (S. pombe),Expressed in all tissues,4.556622733353457,0.618639410290995,4
4178,ENSG00000113522,RAD50 homolog (S. cerevisiae),Expressed in all tissues,4.865360849028324,0.6235710439622881,4
4181,ENSG00000113552,glucosamine-6-phosphate deaminase 1,Expressed in all tissues,5.207488997365413,0.957552820098129,5
4183,ENSG00000113558,S-phase kinase-associated protein 1,Expressed in all tissues,8.540624176953369,0.602691003559837,8
4185,ENSG00000113575,"protein phosphatase 2, catalytic subunit, alpha isozyme",Expressed in all tissues,6.508312353367867,0.557509207137253,6
4188,ENSG00000113583,chromosome 5 open reading frame 15,Expressed in all tissues,6.057915926480894,0.7306098881344851,6
4189,ENSG00000113593,peptidylprolyl isomerase domain and WD repeat containing 1,Expressed in all tissues,5.514311579067974,0.7430221294568231,5
4191,ENSG00000113595,tripartite motif containing 23,Expressed in all tissues,3.7832381152110583,0.8121049285912371,3
4192,ENSG00000113597,trafficking protein particle complex 13,Expressed in all tissues,4.6557054575781915,0.5977578615157644,4
4194,ENSG00000113615,SEC24 family member A,Expressed in all tissues,4.23851902412843,0.7995782858034102,4
4195,ENSG00000113621,thioredoxin domain containing 15,Expressed in all tissues,5.8992603114930295,0.6388199240733616,5
4196,ENSG00000113638,tetratricopeptide repeat domain 33,Expressed in all tissues,4.080993529717498,0.7528405639637116,4
4197,ENSG00000113643,arginyl-tRNA synthetase,Expressed in all tissues,5.921929645691952,0.5729345133042627,5
4203,ENSG00000113712,"casein kinase 1, alpha 1",Expressed in all tissues,7.126476065207446,0.5940708227318324,7
4204,ENSG00000113716,HMG box domain containing 3,Expressed in all tissues,4.641142231405821,0.6422502002296244,4
4205,ENSG00000113719,endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1,Expressed in all tissues,6.887471851635239,0.6324616742278011,6
4208,ENSG00000113732,"ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e1",Expressed in all tissues,8.30416880033276,0.7072634994284643,8
4209,ENSG00000113734,BCL2/adenovirus E1B 19kDa interacting protein 1,Expressed in all tissues,4.010695899658237,0.47123992095009254,4
4211,ENSG00000113742,cytoplasmic polyadenylation element binding protein 4,Expressed in all tissues,5.409984535840194,0.7652753212754542,5
4214,ENSG00000113761,zinc finger protein 346,Expressed in all tissues,3.630725284140843,0.6895647871939476,3
4219,ENSG00000113811,Selenoprotein K,Expressed in all tissues,6.779363329354022,0.4987697218979245,6
4220,ENSG00000113812,ARP8 actin-related protein 8 homolog (yeast),Expressed in all tissues,4.398687269964627,0.6765847917848461,4
4221,ENSG00000113838,TBCC domain containing 1,Expressed in all tissues,3.693866100505552,0.6884740410476705,3
4223,ENSG00000113851,cereblon,Expressed in all tissues,5.799138007512155,0.5279145996116906,5
4230,ENSG00000113971,nephronophthisis 3 (adolescent),Expressed in all tissues,4.5342501926691945,0.8326218988680129,4
4233,ENSG00000114021,"nitrilase family, member 2",Expressed in all tissues,5.720445028173831,0.6750959754805596,5
4234,ENSG00000114023,"family with sequence similarity 162, member A",Expressed in all tissues,6.4651333511090785,0.7277004916637063,6
4235,ENSG00000114026,8-oxoguanine DNA glycosylase,Expressed in all tissues,4.579467747482761,0.7689247906761058,4
4236,ENSG00000114030,karyopherin alpha 1 (importin alpha 5),Expressed in all tissues,5.487699721191825,0.5553453953683436,5
4237,ENSG00000114054,"propionyl CoA carboxylase, beta polypeptide",Expressed in all tissues,5.617521631786445,0.7691047324919816,5
4238,ENSG00000114062,ubiquitin protein ligase E3A,Expressed in all tissues,5.601578201033662,0.5556300130600315,5
4239,ENSG00000114098,armadillo repeat containing 8,Expressed in all tissues,5.224087146088423,0.6073115131524746,5
4245,ENSG00000114125,ring finger protein 7,Expressed in all tissues,6.590112425255688,0.4368066810798746,6
4247,ENSG00000114127,5'-3' exoribonuclease 1,Expressed in all tissues,4.289834318184475,0.6922428908746956,4
4248,ENSG00000114166,K(lysine) acetyltransferase 2B,Expressed in all tissues,5.033885149474373,0.629874930989696,5
4251,ENSG00000114209,programmed cell death 10,Expressed in all tissues,6.000051580811078,0.6781072962337561,6
4257,ENSG00000114302,"protein kinase, cAMP-dependent, regulatory, type II, alpha",Expressed in all tissues,4.7438245725424855,0.7121237014655929,4
4259,ENSG00000114316,ubiquitin specific peptidase 4 (proto-oncogene),Expressed in all tissues,5.681863470781476,0.622485285923622,5
4260,ENSG00000114331,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2",Expressed in all tissues,4.719897937937933,0.9386555125098955,4
4263,ENSG00000114353,"guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2",Expressed in all tissues,7.723696508487915,0.9425959454995754,7
4264,ENSG00000114354,TRK-fused gene,Expressed in all tissues,6.751892665182305,0.5444264466654276,6
